pro_com,comune,zona,data_inizio,data_fine,id_ordinanza,nro_ordinanza,data_ordinanza,PDF,nro_pgg,link_ordinanza,note
86013,Nissoria,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89013,Noto,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89014,Pachino,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89015,Palazzolo Acreide,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
84027,Palma di Montechiaro,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86014,Piazza Armerina,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86015,Pietraperzia,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89020,Portopalo di Capo Passero,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89021,Priolo Gargallo,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86016,Regalbuto,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89016,Rosolini,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89017,Siracusa,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89018,Solarino,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
89019,Sortino,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86017,Sperlinga,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86018,Troina,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86019,Valguarnera Caropepe,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
86020,Villarosa,arancione,2022-01-09,2022-01-19,01-07012022,1,2022-01-07,Immagine,7,https://www.regione.sicilia.it/sites/default/files/2022-01/Ordinanza%20n.%201%20del%207%20gennaio%202022.pdf,
